cell_id,row_index,column_index,header,ocr_text,confidence,confirmed_status,review_reasons,ink_ratio,absolute_bbox
r023_c12,23,12,6.25 석 식 자 유식,po,22.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 481, 1329, 498]"
r023_c13,23,13,6.26 오전,브 리 즈 바이오 (1 호 차),93.14,needs_reread,variant_disagreement,0.399,"[1331, 481, 1465, 498]"
r023_c14,23,14,6.26 중 식 자 유 식,|,41.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 481, 1559, 498]"
r023_c15,23,15,6.26 오후,NVIDIA (1 호 차),91.0,needs_reread,variant_disagreement,0.3487,"[1561, 481, 1687, 498]"
r023_c16,23,16,6.26 석식,동 순원 (1 호 차),90.6,needs_reread,variant_disagreement,0.3088,"[1689, 481, 1825, 498]"
r023_c17,23,17,…,치 플 레 (1 호 차),91.33,needs_reread,variant_disagreement,0.4279,"[1827, 481, 1922, 498]"
r023_c18,23,18,6.27,BBQ (1 호 차),91.25,needs_reread,variant_disagreement,0.3712,"[1924, 481, 2024, 498]"
r023_c19,23,19,6.28,공항 (1 호 차),90.0,needs_reread,variant_disagreement,0.3882,"[2026, 481, 2116, 498]"
r024_c01,24,1,번호,| 24,78.0,needs_reread,variant_disagreement,0.2638,"[34, 500, 65, 517]"
r024_c02,24,2,| 조,| 4,79.5,needs_reread,variant_disagreement,0.1449,"[67, 500, 121, 517]"
r024_c03,24,3,이름 | 이름,황 원준,88.5,needs_reread,variant_disagreement,0.2154,"[123, 500, 241, 517]"
r024_c04,24,4,6.23 점심 자 유 식,스탠포드 (1 호 차),90.75,needs_reread,variant_disagreement,0.3426,"[243, 500, 363, 517]"
r024_c05,24,5,6.23 석식,인 엔 아웃 (1 호 차),83.17,needs_reread,variant_disagreement,0.3789,"[365, 500, 483, 517]"
r024_c06,24,6,6.24 오전,망 고 부스트 (4 호 차),93.33,needs_reread,variant_disagreement,0.3521,"[485, 500, 619, 517]"
r024_c07,24,7,6.24 중식,스테이크 (4 호 차),93.0,needs_reread,variant_disagreement,0.357,"[621, 500, 738, 517]"
r024_c08,24,8,버스 교체,po,36.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 500, 828, 517]"
r024_c09,24,9,6.24 오후,| PnP (3 호 차),87.0,needs_reread,variant_disagreement,0.2399,"[830, 500, 970, 517]"
r024_c10,24,10,| 6.24 석식,"| 쌀국수 (3 호 차, 드랍)",87.5,needs_reread,variant_disagreement,0.3607,"[972, 500, 1109, 517]"
r024_c11,24,11,6.25 점 심 자 유 식,(버클리 (1 호 차),72.25,needs_reread,variant_disagreement,0.3653,"[1111, 500, 1235, 517]"
r024_c12,24,12,6.25 석 식 자 유식,[00000,50.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 500, 1329, 517]"
r024_c13,24,13,6.26 오전,브 리 즈 바이오 (1 호 차),93.29,needs_reread,variant_disagreement,0.3705,"[1331, 500, 1465, 517]"
r024_c14,24,14,6.26 중 식 자 유 식,pO,22.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 500, 1559, 517]"
r024_c15,24,15,6.26 오후,NVIDIA (1 호 차),92.0,needs_reread,variant_disagreement,0.3221,"[1561, 500, 1687, 517]"
r024_c16,24,16,6.26 석식,| 동 순원 (1 호 차),86.83,needs_reread,variant_disagreement,0.3019,"[1689, 500, 1825, 517]"
r024_c17,24,17,…,치 플레 (1 호 차),92.4,needs_reread,variant_disagreement,0.4062,"[1827, 500, 1922, 517]"
r024_c18,24,18,6.27,BBO (1 호 차),90.75,needs_reread,variant_disagreement,0.3447,"[1924, 500, 2024, 517]"
r024_c19,24,19,6.28,공항 (1 호 차),92.25,needs_reread,variant_disagreement,0.3745,"[2026, 500, 2116, 517]"
r025_c02,25,2,| 조,| 16,79.5,needs_reread,variant_disagreement,1.0,"[67, 519, 121, 536]"
r025_c03,25,3,이름 | 이름,뮤 지 환,75.33,needs_reread,variant_disagreement,1.0,"[123, 519, 241, 536]"
r025_c04,25,4,6.23 점심 자 유 식,스탠포드 (1 호 차),93.75,needs_reread,variant_disagreement,0.3431,"[243, 519, 363, 536]"
r025_c05,25,5,6.23 석식,인 앤 아 웃 (1 호 차),90.86,needs_reread,variant_disagreement,0.3659,"[365, 519, 483, 536]"
r025_c06,25,6,6.24 오전,망 고 부스트 (4 호 차),92.67,needs_reread,variant_disagreement,0.3569,"[485, 519, 619, 536]"
r025_c07,25,7,6.24 중식,스테이크 (4 호 차),93.0,needs_reread,variant_disagreement,0.3605,"[621, 519, 738, 536]"
r025_c08,25,8,버스 교체,pO,29.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 519, 828, 536]"
r025_c09,25,9,6.24 오후,_ 블 룸 에 너지 (4 호 차),81.38,needs_reread,variant_disagreement,0.4265,"[830, 519, 970, 536]"
r025_c10,25,10,| 6.24 석식,ㅣ 쌀국수 (4 호 차),83.4,needs_reread,variant_disagreement,0.3654,"[972, 519, 1109, 536]"
r025_c11,25,11,6.25 점 심 자 유 식,UCH #2] (1 호 차),83.4,needs_reread,variant_disagreement,0.3653,"[1111, 519, 1235, 536]"
r025_c12,25,12,6.25 석 식 자 유식,_ =,57.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 519, 1329, 536]"
r025_c13,25,13,6.26 오전,시스코 (3 호 차),90.25,needs_reread,variant_disagreement,0.2695,"[1331, 519, 1465, 536]"
r025_c14,25,14,6.26 중 식 자 유 식,| 00000,60.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 519, 1559, 536]"
r025_c15,25,15,6.26 오후,베 어 로 봇 틱 (1 호 차),93.25,needs_reread,variant_disagreement,0.3824,"[1561, 519, 1687, 536]"
r025_c16,25,16,6.26 석식,동 순원 (1 호 차),92.8,needs_reread,variant_disagreement,0.2971,"[1689, 519, 1825, 536]"
r025_c17,25,17,…,치 폴레 (1 호 차),93.4,needs_reread,variant_disagreement,0.4031,"[1827, 519, 1922, 536]"
r025_c18,25,18,6.27,BBQ (1 호 차),88.5,needs_reread,variant_disagreement,0.3494,"[1924, 519, 2024, 536]"
r025_c19,25,19,6.28,공항 (1 호 차),92.75,needs_reread,variant_disagreement,0.3706,"[2026, 519, 2116, 536]"
r026_c00,26,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 538, 32, 555]"
r026_c02,26,2,| 조,r 16,68.0,needs_reread,low_confidence|variant_disagreement,1.0,"[67, 538, 121, 555]"
r026_c03,26,3,이름 | 이름,jas,58.0,needs_reread,low_confidence|variant_disagreement,1.0,"[123, 538, 241, 555]"
r026_c04,26,4,6.23 점심 자 유 식,| 스탠포드 (1 호 차),90.2,needs_reread,variant_disagreement,0.3446,"[243, 538, 363, 555]"
r026_c05,26,5,6.23 석식,민 앤 아 웃 (1 호 치 ),88.62,needs_reread,variant_disagreement,0.3674,"[365, 538, 483, 555]"
r026_c06,26,6,6.24 오전,ㅣ 맘 고 부 스트 (4 호 차),86.25,needs_reread,variant_disagreement,0.3525,"[485, 538, 619, 555]"
r026_c08,26,8,버스 교체,pO,29.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 538, 828, 555]"
r026_c09,26,9,6.24 오후,블 룸 에 너지 (4 호 차),88.86,needs_reread,variant_disagreement,0.3664,"[830, 538, 970, 555]"
r026_c10,26,10,| 6.24 석식,ㅣ 쌀국수 (4 호 치 ),86.17,needs_reread,variant_disagreement,0.3053,"[972, 538, 1109, 555]"
r026_c11,26,11,6.25 점 심 자 유 식,UCH Be] (1 호 차),79.2,needs_reread,variant_disagreement,0.371,"[1111, 538, 1235, 555]"
r026_c12,26,12,6.25 석 식 자 유식,CS,54.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 538, 1329, 555]"
r026_c13,26,13,6.26 오전,시스코 (3 호 차),92.5,needs_reread,variant_disagreement,0.2638,"[1331, 538, 1465, 555]"
r026_c14,26,14,6.26 중 식 자 유 식,pO,23.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 538, 1559, 555]"
r026_c15,26,15,6.26 오후,베 어 로 봇 틱 (1 호 차),92.5,needs_reread,variant_disagreement,0.381,"[1561, 538, 1687, 555]"
r026_c16,26,16,6.26 석식,동 순원 (1 호 차),90.8,needs_reread,variant_disagreement,0.298,"[1689, 538, 1825, 555]"
r026_c17,26,17,…,치 플레 (1 호 차),92.8,needs_reread,variant_disagreement,0.4037,"[1827, 538, 1922, 555]"
r026_c18,26,18,6.27,BBQ (1 초 차),77.0,needs_reread,variant_disagreement,0.3529,"[1924, 538, 2024, 555]"
r026_c19,26,19,6.28,공항 (1 호 차),92.25,needs_reread,variant_disagreement,0.3614,"[2026, 538, 2116, 555]"
r027_c02,27,2,| 조,| 16.,78.5,needs_reread,variant_disagreement,1.0,"[67, 557, 121, 574]"
r027_c04,27,4,6.23 점심 자 유 식,| 스탠포드 (1 호 차),89.8,needs_reread,variant_disagreement,0.3422,"[243, 557, 363, 574]"
r027_c05,27,5,6.23 석식,인 엔 아웃 (1 호 차),91.67,needs_reread,variant_disagreement,0.3659,"[365, 557, 483, 574]"
r027_c06,27,6,6.24 오전,망 고 부스트 (4 호 차),93.0,needs_reread,variant_disagreement,0.3525,"[485, 557, 619, 574]"
r027_c07,27,7,6.24 중식,스테이크 (4 호 차),93.5,needs_reread,variant_disagreement,0.3585,"[621, 557, 738, 574]"
r027_c08,27,8,버스 교체,EE],50.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 557, 828, 574]"
r027_c09,27,9,6.24 오후,블 룸 에너지 (4 호 차),92.67,needs_reread,variant_disagreement,0.3735,"[830, 557, 970, 574]"
r027_c10,27,10,| 6.24 석식,| 쌀국수 (4 호 차),83.0,needs_reread,variant_disagreement,0.3044,"[972, 557, 1109, 574]"
r027_c11,27,11,6.25 점 심 자 유 식,10 버 클리 (1 호 차),77.0,needs_reread,variant_disagreement,0.3662,"[1111, 557, 1235, 574]"
r027_c12,27,12,6.25 석 식 자 유식,PO,29.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 557, 1329, 574]"
r027_c13,27,13,6.26 오전,시스코 (3 호 차),93.5,needs_reread,variant_disagreement,0.2634,"[1331, 557, 1465, 574]"
r027_c14,27,14,6.26 중 식 자 유 식,| 00000,53.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 557, 1559, 574]"
r027_c15,27,15,6.26 오후,ㅣ 베 어 로 봇 틱 (1 호 차),89.89,needs_reread,variant_disagreement,0.3772,"[1561, 557, 1687, 574]"
r027_c16,27,16,6.26 석식,동 순원 (1 호 차),90.6,needs_reread,variant_disagreement,0.2963,"[1689, 557, 1825, 574]"
r027_c17,27,17,…,치 폴레 (1 호 차),90.6,needs_reread,variant_disagreement,0.3981,"[1827, 557, 1922, 574]"
r027_c18,27,18,6.27,_ BBQ (1 호 차),85.4,needs_reread,variant_disagreement,0.3594,"[1924, 557, 2024, 574]"
r027_c19,27,19,6.28,| 공항 (1 호 차),86.4,needs_reread,variant_disagreement,0.3699,"[2026, 557, 2116, 574]"
r028_c02,28,2,| 조,0,53.0,needs_reread,low_confidence|variant_disagreement,1.0,"[67, 576, 121, 593]"
r028_c03,28,3,이름 | 이름,접 상훈,79.0,needs_reread,variant_disagreement,1.0,"[123, 576, 241, 593]"
r028_c04,28,4,6.23 점심 자 유 식,ㅣ 스탠포드 (1 호 차),81.2,needs_reread,variant_disagreement,0.35,"[243, 576, 363, 593]"
r028_c05,28,5,6.23 석식,인 앤 아웃 (1 호 차),87.0,needs_reread,variant_disagreement,0.3759,"[365, 576, 483, 593]"
r028_c06,28,6,6.24 오전,ㅣ 망 고 부스트 (4 호 차),87.0,needs_reread,variant_disagreement,0.3565,"[485, 576, 619, 593]"
r028_c07,28,7,6.24 중식,스테이크 (4 호 차),91.75,needs_reread,variant_disagreement,0.365,"[621, 576, 738, 593]"
r028_c08,28,8,버스 교체,글 =,32.5,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 576, 828, 593]"
r028_c09,28,9,6.24 오후,블 룸 에너지 (4 호 자),85.5,needs_reread,variant_disagreement,0.3693,"[830, 576, 970, 593]"
r028_c10,28,10,| 6.24 석식,| 쌀국수 (4 호 차),81.4,needs_reread,variant_disagreement,0.3061,"[972, 576, 1109, 593]"
r028_c11,28,11,6.25 점 심 자 유 식,UCH Be] (1 호 차),85.0,needs_reread,variant_disagreement,0.3733,"[1111, 576, 1235, 593]"
r028_c12,28,12,6.25 석 식 자 유식,;,71.0,needs_reread,variant_disagreement,1.0,"[1237, 576, 1329, 593]"
r028_c13,28,13,6.26 오전,ㅣ 시스코 (3 호 차),86.0,needs_reread,variant_disagreement,0.2621,"[1331, 576, 1465, 593]"
r028_c14,28,14,6.26 중 식 자 유 식,| 22222,42.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 576, 1559, 593]"
r028_c15,28,15,6.26 오후,ㅣ 베 머 로 봇 틱 (1 호 차),87.78,needs_reread,variant_disagreement,0.3852,"[1561, 576, 1687, 593]"
r028_c16,28,16,6.26 석식,동 순원 (1 호 차),92.2,needs_reread,variant_disagreement,0.2989,"[1689, 576, 1825, 593]"
r028_c17,28,17,…,치 플레 (1 호 차),92.2,needs_reread,variant_disagreement,0.4087,"[1827, 576, 1922, 593]"
r028_c18,28,18,6.27,BBO (1 호 차),85.25,needs_reread,variant_disagreement,0.3494,"[1924, 576, 2024, 593]"
r028_c19,28,19,6.28,| 공항 (1 호 차),82.4,needs_reread,variant_disagreement,0.3706,"[2026, 576, 2116, 593]"
r029_c00,29,0,차량,ㅣ,74.0,needs_reread,variant_disagreement,0.0,"[1, 595, 32, 611]"
r029_c02,29,2,| 조,| 16,76.0,needs_reread,variant_disagreement,1.0,"[67, 595, 121, 611]"
r029_c03,29,3,이름 | 이름,,,needs_reread,low_confidence|ink_without_text,0.9995,"[123, 595, 241, 611]"
r029_c05,29,5,6.23 석식,인 앤 아웃 (1 호 차),76.33,needs_reread,variant_disagreement,0.4031,"[365, 595, 483, 611]"
r029_c06,29,6,6.24 오전,| 망 고 부스트 (4 호 차),88.86,needs_reread,variant_disagreement,0.3778,"[485, 595, 619, 611]"
r029_c07,29,7,6.24 중식,. 스테이크 (4 호 차),82.0,needs_reread,variant_disagreement,0.3884,"[621, 595, 738, 611]"
r029_c08,29,8,버스 교체,:,87.0,needs_reread,variant_disagreement,1.0,"[740, 595, 828, 611]"
r029_c09,29,9,6.24 오후,블 룸 에너지 (4 호 차),84.5,needs_reread,variant_disagreement,0.4,"[830, 595, 970, 611]"
r029_c10,29,10,| 6.24 석식,ㅣ 쌀국수 (4 호 치 ),87.33,needs_reread,variant_disagreement,0.3262,"[972, 595, 1109, 611]"
r029_c11,29,11,6.25 점 심 자 유 식,_ 106 버 클리 (1 호 차),76.86,needs_reread,variant_disagreement,0.3891,"[1111, 595, 1235, 611]"
r029_c12,29,12,6.25 석 식 자 유식,i |,69.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 595, 1329, 611]"
r029_c14,29,14,6.26 중 식 자 유 식,|,52.0,needs_reread,low_confidence,1.0,"[1467, 595, 1559, 611]"
r029_c15,29,15,6.26 오후,ㅣ 베 어 로 봇 틱 (1 호 차),89.56,needs_reread,variant_disagreement,0.4162,"[1561, 595, 1687, 611]"
r029_c16,29,16,6.26 석식,동 순 원 (1 호 차),86.33,needs_reread,variant_disagreement,0.3212,"[1689, 595, 1825, 611]"
r029_c17,29,17,…,| 치 플 레 (1 호 차),84.71,needs_reread,variant_disagreement,0.4276,"[1827, 595, 1922, 611]"
r029_c18,29,18,6.27,BBO (1 호 차),91.5,needs_reread,variant_disagreement,0.3688,"[1924, 595, 2024, 611]"
r029_c19,29,19,6.28,| 공항 (1 호 차),80.0,needs_reread,variant_disagreement,0.4042,"[2026, 595, 2116, 611]"
r030_c01,30,1,번호,| 30,85.0,needs_reread,variant_disagreement,0.2827,"[34, 613, 65, 630]"
r030_c02,30,2,| 조,| 46 :,75.67,needs_reread,variant_disagreement,0.9989,"[67, 613, 121, 630]"
r030_c03,30,3,이름 | 이름,최 은 혁,92.67,needs_reread,variant_disagreement,1.0,"[123, 613, 241, 630]"
r030_c04,30,4,6.23 점심 자 유 식,스탠포드 (1 호 차),93.0,needs_reread,variant_disagreement,0.3588,"[243, 613, 363, 630]"
r030_c05,30,5,6.23 석식,인 앤 아 웃 (1 호 차),86.14,needs_reread,variant_disagreement,0.3878,"[365, 613, 483, 630]"
r030_c06,30,6,6.24 오전,망 고 부스트 (4 호 차),93.33,needs_reread,variant_disagreement,0.3617,"[485, 613, 619, 630]"
r030_c07,30,7,6.24 중식,스테이크 (4 호 차),93.25,needs_reread,variant_disagreement,0.3811,"[621, 613, 738, 630]"
r030_c08,30,8,버스 교체,| |,54.5,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 613, 828, 630]"
r030_c09,30,9,6.24 오후,블 룸 에 너지 (4 호 차),92.86,needs_reread,variant_disagreement,0.3971,"[830, 613, 970, 630]"
r030_c10,30,10,| 6.24 석식,| 쌀국수 (4 호 차),85.2,needs_reread,variant_disagreement,0.3306,"[972, 613, 1109, 630]"
r030_c11,30,11,6.25 점 심 자 유 식,| YCH Be] (1 호 차),73.33,needs_reread,variant_disagreement,0.3809,"[1111, 613, 1235, 630]"
r030_c12,30,12,6.25 석 식 자 유식,|,90.0,needs_reread,variant_disagreement,1.0,"[1237, 613, 1329, 630]"
r030_c13,30,13,6.26 오전,시스코 (3 호 차),92.75,needs_reread,variant_disagreement,0.266,"[1331, 613, 1465, 630]"
r030_c14,30,14,6.26 중 식 자 유 식,Ss,58.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 613, 1559, 630]"
r030_c15,30,15,6.26 오후,베 어 로 봇 틱 (1 호 차),92.5,needs_reread,variant_disagreement,0.401,"[1561, 613, 1687, 630]"
r030_c17,30,17,…,치 폴레 (1 호 차),93.4,needs_reread,variant_disagreement,0.4186,"[1827, 613, 1922, 630]"
r030_c18,30,18,6.27,BBO (1 호 차),89.5,needs_reread,variant_disagreement,0.3541,"[1924, 613, 2024, 630]"
r030_c19,30,19,6.28,| 공항 (1 호 차),83.8,needs_reread,variant_disagreement,0.3935,"[2026, 613, 2116, 630]"
r031_c00,31,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 632, 32, 649]"
r031_c02,31,2,| 조,| 16,50.5,needs_reread,low_confidence|variant_disagreement,0.9989,"[67, 632, 121, 649]"
r031_c03,31,3,이름 | 이름,홍 성 면,82.0,needs_reread,variant_disagreement,0.2228,"[123, 632, 241, 649]"
r031_c04,31,4,6.23 점심 자 유 식,스탠포드 (1 호 차),93.5,needs_reread,variant_disagreement,0.3564,"[243, 632, 363, 649]"
r031_c05,31,5,6.23 석식,인 엔 아웃 (1 호 차),85.67,needs_reread,variant_disagreement,0.3769,"[365, 632, 483, 649]"
r031_c06,31,6,6.24 오전,망 고 부스트 (4 호 차),93.17,needs_reread,variant_disagreement,0.3608,"[485, 632, 619, 649]"
r031_c07,31,7,6.24 중식,스테이크 (4 호 차),93.75,needs_reread,variant_disagreement,0.37,"[621, 632, 738, 649]"
r031_c08,31,8,버스 교체,호텔 차 람 교체,90.25,needs_reread,variant_disagreement,1.0,"[740, 632, 828, 649]"
r031_c09,31,9,6.24 오후,블 룸 에 너지 (4 호 차),86.86,needs_reread,variant_disagreement,0.3853,"[830, 632, 970, 649]"
r031_c10,31,10,| 6.24 석식,쌀국수 (4 호 차),92.75,needs_reread,variant_disagreement,0.313,"[972, 632, 1109, 649]"
r031_c11,31,11,6.25 점 심 자 유 식,06 버 클리 (1 호 차),84.0,needs_reread,variant_disagreement,0.379,"[1111, 632, 1235, 649]"
r031_c12,31,12,6.25 석 식 자 유식,|,82.0,needs_reread,variant_disagreement,1.0,"[1237, 632, 1329, 649]"
r031_c13,31,13,6.26 오전,시스코 (3 호 차),93.25,needs_reread,variant_disagreement,0.2678,"[1331, 632, 1465, 649]"
r031_c14,31,14,6.26 중 식 자 유 식,Po,38.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 632, 1559, 649]"
r031_c15,31,15,6.26 오후,베 어 로 봇 틱 (1 호 차),93.0,needs_reread,variant_disagreement,0.3922,"[1561, 632, 1687, 649]"
r031_c16,31,16,6.26 석식,동 순원 (1 호 차),90.6,needs_reread,variant_disagreement,0.3093,"[1689, 632, 1825, 649]"
r031_c17,31,17,…,치 폴레 (1 호 차),92.0,needs_reread,variant_disagreement,0.4111,"[1827, 632, 1922, 649]"
r031_c18,31,18,6.27,BBQ (1 호 차),88.25,needs_reread,variant_disagreement,0.3676,"[1924, 632, 2024, 649]"
r031_c19,31,19,6.28,공항 (1 호 차),93.25,needs_reread,variant_disagreement,0.3817,"[2026, 632, 2116, 649]"
r032_c00,32,0,차량,|,70.0,needs_reread,variant_disagreement,0.0,"[1, 651, 32, 668]"
r032_c02,32,2,| 조,| 16,72.5,needs_reread,variant_disagreement,1.0,"[67, 651, 121, 668]"
r032_c04,32,4,6.23 점심 자 유 식,스탠포드 (1 호 차),93.0,needs_reread,variant_disagreement,0.3426,"[243, 651, 363, 668]"
r032_c05,32,5,6.23 석식,민 맨 아웃 (1 호 차),86.67,needs_reread,variant_disagreement,0.3724,"[365, 651, 483, 668]"
r032_c06,32,6,6.24 오전,망 고 부스트 (4 호 차),92.33,needs_reread,variant_disagreement,0.3608,"[485, 651, 619, 668]"
r032_c07,32,7,6.24 중식,스테이크 (4 호 차),93.75,needs_reread,variant_disagreement,0.366,"[621, 651, 738, 668]"
r032_c08,32,8,버스 교체,| ㅣ,75.0,needs_reread,variant_disagreement,1.0,"[740, 651, 828, 668]"
r032_c09,32,9,6.24 오후,블 룸 에너지 (4 호 차),90.83,needs_reread,variant_disagreement,0.3836,"[830, 651, 970, 668]"
r032_c10,32,10,| 6.24 석식,ㅣ 쌀국수 (4 호 차),86.2,needs_reread,variant_disagreement,0.313,"[972, 651, 1109, 668]"
r032_c11,32,11,6.25 점 심 자 유 식,| UCHH el (1 호 차),81.0,needs_reread,variant_disagreement,0.3781,"[1111, 651, 1235, 668]"
r032_c12,32,12,6.25 석 식 자 유식,CS,44.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 651, 1329, 668]"
r032_c13,32,13,6.26 오전,시스코 (3 호 차),93.0,needs_reread,variant_disagreement,0.2625,"[1331, 651, 1465, 668]"
r032_c14,32,14,6.26 중 식 자 유 식,을 을 ㅎ ㅎㅎ,44.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 651, 1559, 668]"
r032_c15,32,15,6.26 오후,ㅣ 베 어 로 봇 틱 (1 호 차),89.22,needs_reread,variant_disagreement,0.3936,"[1561, 651, 1687, 668]"
r032_c16,32,16,6.26 석식,SON (1 호 차),84.5,needs_reread,variant_disagreement,0.3023,"[1689, 651, 1825, 668]"
r032_c17,32,17,…,치 폴레 (1 호 차),93.4,needs_reread,variant_disagreement,0.4074,"[1827, 651, 1922, 668]"
r032_c18,32,18,6.27,BBQ (1 호 차),90.25,needs_reread,variant_disagreement,0.3641,"[1924, 651, 2024, 668]"
r032_c19,32,19,6.28,공항 (1 호 차),91.5,needs_reread,variant_disagreement,0.383,"[2026, 651, 2116, 668]"
r033_c00,33,0,차량,ㅣ,60.0,needs_reread,low_confidence|variant_disagreement,0.1176,"[1, 670, 32, 687]"
r033_c02,33,2,| 조,| 3,67.0,needs_reread,low_confidence|variant_disagreement,0.4575,"[67, 670, 121, 687]"
r033_c04,33,4,6.23 점심 자 유 식,스탠포드 (2 호 차),90.75,needs_reread,variant_disagreement,0.4142,"[243, 670, 363, 687]"
r033_c05,33,5,6.23 석식,쌀국수 (2 호 차),92.5,needs_reread,variant_disagreement,0.3893,"[365, 670, 483, 687]"
r033_c06,33,6,6.24 오전,망 고 부 스트 (4 호 차),93.14,needs_reread,variant_disagreement,0.4109,"[485, 670, 619, 687]"
r033_c07,33,7,6.24 중식,스테이크 (4 호 차),93.5,needs_reread,variant_disagreement,0.4188,"[621, 670, 738, 687]"
r033_c08,33,8,버스 교체,SH 차 링 교체,89.25,needs_reread,variant_disagreement,1.0,"[740, 670, 828, 687]"
r033_c10,33,10,| 6.24 석식,동 순원 (3 호 차),91.4,needs_reread,variant_disagreement,0.3577,"[972, 670, 1109, 687]"
r033_c11,33,11,6.25 점 심 자 유 식,UCH #2) (2 호 차),81.2,needs_reread,variant_disagreement,0.4331,"[1111, 670, 1235, 687]"
r033_c12,33,12,6.25 석 식 자 유식,| 000,54.5,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 670, 1329, 687]"
r033_c13,33,13,6.26 오전,브 리 즈 바이오 (4 호 차),92.71,needs_reread,variant_disagreement,0.457,"[1331, 670, 1465, 687]"
r033_c14,33,14,6.26 중 식 자 유 식,|,74.0,needs_reread,variant_disagreement,1.0,"[1467, 670, 1559, 687]"
r033_c15,33,15,6.26 오후,구글 (4 호 차),90.75,needs_reread,variant_disagreement,0.3324,"[1561, 670, 1687, 687]"
r033_c16,33,16,6.26 석식,인 앤 아웃 (4 호 차),89.67,needs_reread,variant_disagreement,0.3862,"[1689, 670, 1825, 687]"
r033_c17,33,17,…,치 폴레 (2 호 차),92.6,needs_reread,variant_disagreement,0.4762,"[1827, 670, 1922, 687]"
r033_c18,33,18,6.27,BBQ (2 호 차),90.25,needs_reread,variant_disagreement,0.4288,"[1924, 670, 2024, 687]"
r033_c19,33,19,6.28,공항 (2 호 차),90.5,needs_reread,variant_disagreement,0.4451,"[2026, 670, 2116, 687]"
r034_c00,34,0,차량,ㅣ,73.0,needs_reread,variant_disagreement,0.0,"[1, 689, 32, 706]"
r034_c01,34,1,번호,| 34,86.0,needs_reread,variant_disagreement,0.26,"[34, 689, 65, 706]"
r034_c02,34,2,| 조,| 3,75.0,needs_reread,variant_disagreement,0.3355,"[67, 689, 121, 706]"
r034_c04,34,4,6.23 점심 자 유 식,스탠포드 (2 호 차),93.25,needs_reread,variant_disagreement,0.3554,"[243, 689, 363, 706]"
r034_c05,34,5,6.23 석식,쌀국수 (2 호 차),93.5,needs_reread,variant_disagreement,0.3225,"[365, 689, 483, 706]"
r034_c06,34,6,6.24 오전,망 고 부스트 (4 호 차),93.33,needs_reread,variant_disagreement,0.3499,"[485, 689, 619, 706]"
r034_c07,34,7,6.24 중식,스테이크 (4 호 차),93.25,needs_reread,variant_disagreement,0.364,"[621, 689, 738, 706]"
r034_c08,34,8,버스 교체,po,14.0,needs_reread,low_confidence|variant_disagreement,1.0,"[740, 689, 828, 706]"
r034_c09,34,9,6.24 오후,PnP (3 호 차),93.25,needs_reread,variant_disagreement,0.2399,"[830, 689, 970, 706]"
r034_c10,34,10,| 6.24 석식,ㅣ 동 순원 (3 호 차),85.0,needs_reread,variant_disagreement,0.3027,"[972, 689, 1109, 706]"
r034_c11,34,11,6.25 점 심 자 유 식,06 버 클리 (2 호 차),78.67,needs_reread,variant_disagreement,0.3843,"[1111, 689, 1235, 706]"
r034_c12,34,12,6.25 석 식 자 유식,——,28.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1237, 689, 1329, 706]"
r034_c13,34,13,6.26 오전,브 리 즈 바이오 (4 호 자),92.43,needs_reread,variant_disagreement,0.396,"[1331, 689, 1465, 706]"
r034_c14,34,14,6.26 중 식 자 유 식,~,34.0,needs_reread,low_confidence|variant_disagreement,1.0,"[1467, 689, 1559, 706]"
r034_c15,34,15,6.26 오후,구글 (4 호 차),93.5,needs_reread,variant_disagreement,0.2778,"[1561, 689, 1687, 706]"
r034_c16,34,16,6.26 석식,인 앤 아 웃 (4 호 차),89.0,needs_reread,variant_disagreement,0.3348,"[1689, 689, 1825, 706]"
